START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,TIME_DAY,TIME_OF_DAY,MONTH_OF_THE_RIDE,DAY_OF_THE_RIDE,DURATION_OF_THE_RIDE
2016-07-03 09:23:00,2016-07-03 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,9,Morning,July,Sun,24.0
2016-07-03 12:10:00,2016-07-03 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,12,Afternoon,July,Sun,16.0
2016-07-03 13:57:00,2016-07-03 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,13,Afternoon,July,Sun,21.0
2016-07-03 15:19:00,2016-07-03 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,15,Afternoon,July,Sun,26.0
2016-08-03 14:38:00,2016-08-03 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,14,Afternoon,Aug,Wed,17.0
2016-08-03 15:35:00,2016-08-03 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,15,Afternoon,Aug,Wed,25.0
2016-08-03 16:13:00,2016-08-03 16:25:00,Personal,Whitebridge,Whitebridge,1.6,UNKNOWN,16,Afternoon,Aug,Wed,12.0
2016-10-03 03:36:00,2016-10-03 03:53:00,Business,Cary,Morrisville,8.4,Meeting,3,Night,Oct,Mon,17.0
2016-10-03 10:08:00,2016-10-03 10:37:00,Business,East Austin,West University,12.8,Meeting,10,Morning,Oct,Mon,29.0
2016-10-03 14:39:00,2016-10-03 14:55:00,Business,West University,South Congress,2.3,UNKNOWN,14,Afternoon,Oct,Mon,16.0
2016-10-03 16:18:00,2016-10-03 16:28:00,Business,South Congress,Arts District,1.6,UNKNOWN,16,Afternoon,Oct,Mon,10.0
2016-11-03 09:47:00,2016-11-03 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,9,Morning,Nov,Thurs,12.0
2016-11-03 10:29:00,2016-11-03 10:36:00,Business,Congress Ave District,Downtown,0.8,UNKNOWN,10,Morning,Nov,Thurs,7.0
2016-11-03 11:57:00,2016-11-03 12:04:00,Business,Downtown,Red River District,1.2,UNKNOWN,11,Morning,Nov,Thurs,7.0
2016-11-03 13:43:00,2016-11-03 13:51:00,Business,Red River District,Downtown,1.0,UNKNOWN,13,Afternoon,Nov,Thurs,8.0
2016-11-03 19:21:00,2016-11-03 19:35:00,Business,South Congress,The Drag,2.1,UNKNOWN,19,Evening,Nov,Thurs,14.0
2016-12-03 09:13:00,2016-12-03 09:22:00,Business,The Drag,South Congress,2.2,UNKNOWN,9,Morning,Dec,Sat,9.0
2016-12-03 18:27:00,2016-12-03 18:37:00,Personal,South Congress,The Drag,1.9,UNKNOWN,18,Evening,Dec,Sat,10.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,South Congress,North Austin,8.4,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,The Drag,North Austin,10.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,North Austin,Coxville,7.2,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Coxville,The Drag,12.5,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,The Drag,South Congress,2.0,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,South Congress,The Drag,2.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Downtown,The Drag,2.8,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Convention Center District,West University,2.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Downtown,The Drag,1.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Austin,Katy,136.0,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Katy,Houston,30.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Alief,15.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Houston,Houston,4.9,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Houston,Houston,12.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Sharpstown,Midtown,10.4,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Midtown,1.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Midtown,1.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Sharpstown,13.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Sharpstown,Midtown,9.2,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Houston,Sugar Land,12.0,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Sugar Land,Houston,35.1,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Houston,Galveston,36.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Port Bolivar,Port Bolivar,1.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Port Bolivar,Galveston,7.5,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Galveston,Houston,57.0,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Washington Avenue,5.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Washington Avenue,Midtown,6.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Sharpstown,10.4,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Sharpstown,Briar Meadow,1.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Midtown,Downtown,1.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Downtown,Midtown,0.9,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Sharpstown,8.8,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Morrisville,Cary,8.1,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Whitebridge,Whitebridge,1.4,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Whitebridge,Preston,1.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Preston,Whitebridge,1.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Whitebridge,Westpark Place,2.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Westpark Place,Whitebridge,2.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Latta,144.0,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Latta,Jacksonville,310.3,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Jacksonville,Kissimmee,201.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Couples Glen,Isles of Buena Vista,6.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Kissimmee,Orlando,8.8,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Lake Reams,Lake Reams,1.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Kissimmee,Orlando,6.1,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Orlando,Orlando,6.9,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Orlando,Kissimmee,7.3,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Kissimmee,Orlando,3.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Couples Glen,Vista East,27.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Orlando,Kissimmee,25.7,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Kissimmee,Orlando,13.6,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Sand Lake Commons,Sky Lake,6.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Sky Lake,Sand Lake Commons,6.0,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Personal,Orlando,Kissimmee,13.8,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Kissimmee,Orlando,16.1,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,0,,Jan,Wed,0.0
2016-01-04 13:43:00,2016-01-04 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,13,Afternoon,Jan,Mon,18.0
2016-01-04 14:36:00,2016-01-04 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,14,Afternoon,Jan,Mon,48.0
2016-01-04 16:01:00,2016-01-04 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,16,Afternoon,Jan,Mon,48.0
2016-01-04 16:52:00,2016-01-04 16:57:00,Personal,Kissimmee,Kissimmee,0.7,UNKNOWN,16,Afternoon,Jan,Mon,5.0
2016-02-04 08:48:00,2016-02-04 09:04:00,Personal,Kissimmee,Kissimmee,5.5,UNKNOWN,8,Morning,Feb,Thurs,16.0
2016-02-04 11:01:00,2016-02-04 11:16:00,Personal,Kissimmee,Kissimmee,5.1,UNKNOWN,11,Morning,Feb,Thurs,15.0
2016-02-04 12:21:00,2016-02-04 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,12,Afternoon,Feb,Thurs,146.0
2016-02-04 16:57:00,2016-02-04 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,16,Afternoon,Feb,Thurs,72.0
2016-02-04 19:38:00,2016-02-04 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,19,Evening,Feb,Thurs,178.0
2016-02-04 23:11:00,2016-03-04 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,23,Night,Feb,Thurs,40463.0
2016-03-04 02:00:00,2016-03-04 04:16:00,Business,Florence,Cary,159.3,Meeting,2,Night,Mar,Fri,136.0
2016-05-04 21:39:00,2016-05-04 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,21,Evening,May,Wed,16.0
2016-06-04 00:19:00,2016-06-04 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0,,June,Sat,20.0
2016-07-04 18:20:00,2016-07-04 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,18,Evening,July,Mon,19.0
2016-07-04 19:45:00,2016-07-04 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,19,Evening,July,Mon,15.0
2016-08-04 12:30:00,2016-08-04 12:48:00,Business,Cary,Durham,10.5,Meeting,12,Afternoon,Aug,Thurs,18.0
2016-08-04 13:34:00,2016-08-04 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,13,Afternoon,Aug,Thurs,17.0
2016-08-04 13:55:00,2016-08-04 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,13,Afternoon,Aug,Thurs,8.0
2016-08-04 14:43:00,2016-08-04 15:20:00,Business,Cary,Raleigh,19.1,Meeting,14,Afternoon,Aug,Thurs,37.0
2016-08-04 16:05:00,2016-08-04 16:47:00,Business,Raleigh,Cary,18.6,Meeting,16,Afternoon,Aug,Thurs,42.0
2016-12-04 09:15:00,2016-12-04 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Morning,Dec,Sun,11.0
2016-12-04 09:34:00,2016-12-04 09:53:00,Business,Cary,Raleigh,8.9,Meeting,9,Morning,Dec,Sun,19.0
2016-12-04 10:58:00,2016-12-04 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,10,Morning,Dec,Sun,20.0
2016-12-04 12:22:00,2016-12-04 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,12,Afternoon,Dec,Sun,22.0
2016-12-04 13:42:00,2016-12-04 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,13,Afternoon,Dec,Sun,19.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Holly Springs,15.3,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Holly Springs,Cary,13.7,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,11.9,Temporary Site,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,15.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,6.0,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,6.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,13.6,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,22.5,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,10.4,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,10.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Chessington,Chessington,1.9,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,4.2,Between Offices,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Burtrose,4.9,Between Offices,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Burtrose,Whitebridge,4.8,Between Offices,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,12.4,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,32.8,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,5.5,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,9.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,10.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Durham,14.2,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Durham,Cary,18.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Waverly Place,Whitebridge,6.8,UNKNOWN,0,,Jan,Wed,0.0
2016-01-05 13:45:00,2016-01-05 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,13,Afternoon,Jan,Tues,8.0
2016-01-05 14:26:00,2016-01-05 14:31:00,Business,Westpark Place,Whitebridge,2.3,UNKNOWN,14,Afternoon,Jan,Tues,5.0
2016-01-05 17:33:00,2016-01-05 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,17,Afternoon,Jan,Tues,12.0
2016-01-05 17:54:00,2016-01-05 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,17,Afternoon,Jan,Tues,16.0
2016-01-05 22:38:00,2016-01-05 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,22,Night,Jan,Tues,11.0
2016-02-05 14:14:00,2016-02-05 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,14,Afternoon,Feb,Fri,7.0
2016-02-05 15:37:00,2016-02-05 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,15,Afternoon,Feb,Fri,11.0
2016-03-05 22:20:00,2016-03-05 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,Night,Mar,Sat,8.0
2016-04-05 15:16:00,2016-04-05 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,15,Afternoon,April,Tues,21.0
2016-04-05 20:55:00,2016-04-05 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,20,Evening,April,Tues,19.0
2016-04-05 21:30:00,2016-04-05 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,21,Evening,April,Tues,6.0
2016-04-05 22:19:00,2016-04-05 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,22,Night,April,Tues,8.0
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,21,Evening,May,Thurs,12.0
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,22,Night,May,Thurs,6.0
2016-05-05 23:55:00,2016-06-05 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,23,Night,May,Thurs,43213.0
2016-06-05 05:47:00,2016-06-05 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,5,Night,June,Sun,15.0
2016-06-05 16:45:00,2016-06-05 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,16,Afternoon,June,Sun,14.0
2016-06-05 17:18:00,2016-06-05 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,17,Afternoon,June,Sun,26.0
2016-09-05 06:08:00,2016-09-05 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,6,Night,Sep,Mon,17.0
2016-09-05 14:39:00,2016-09-05 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,14,Afternoon,Sep,Mon,27.0
2016-09-05 17:58:00,2016-09-05 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,17,Afternoon,Sep,Mon,28.0
2016-09-05 19:35:00,2016-09-05 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,19,Evening,Sep,Mon,24.0
2016-10-05 09:03:00,2016-10-05 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,9,Morning,Oct,Wed,17.0
2016-10-05 17:19:00,2016-10-05 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,17,Afternoon,Oct,Wed,12.0
2016-11-05 08:35:00,2016-11-05 09:12:00,Business,Newark,San Francisco,25.6,Meeting,8,Morning,Nov,Sat,37.0
2016-11-05 21:47:00,2016-11-05 22:04:00,Business,Morrisville,Cary,8.1,Meeting,21,Evening,Nov,Sat,17.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,3.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,3.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,8.4,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Raleigh,7.6,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Old City,Hog Island,11.2,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,8.2,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Savon Height,Kilarney Woods,1.2,UNKNOWN,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Morrisville,6.1,Meal/Entertain,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Morrisville,Cary,11.3,Customer Visit,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Cary,Raleigh,14.9,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Raleigh,Cary,14.0,Meeting,0,,Jan,Wed,0.0
2020-01-01 00:00:00,2020-01-01 00:00:00,Business,Westpark Place,Whitebridge,1.8,UNKNOWN,0,,Jan,Wed,0.0
2016-01-06 10:19:00,2016-01-06 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,10,Morning,Jan,Wed,28.0
2016-01-06 13:10:00,2016-01-06 13:39:00,Business,Morrisville,Cary,9.6,Meeting,13,Afternoon,Jan,Wed,29.0
2016-03-06 11:29:00,2016-03-06 11:49:00,Business,Cary,Durham,10.4,Meeting,11,Morning,Mar,Sun,20.0
2016-03-06 13:08:00,2016-03-06 13:38:00,Business,Durham,Cary,9.9,Meeting,13,Afternoon,Mar,Sun,30.0
2016-03-06 15:31:00,2016-03-06 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,15,Afternoon,Mar,Sun,23.0
2016-03-06 18:14:00,2016-03-06 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,18,Evening,Mar,Sun,15.0
2016-03-06 18:41:00,2016-03-06 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,18,Evening,Mar,Sun,12.0
2016-03-06 19:36:00,2016-03-06 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,19,Evening,Mar,Sun,6.0
2016-03-06 22:47:00,2016-03-06 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,22,Night,Mar,Sun,19.0
2016-05-06 14:03:00,2016-05-06 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,14,Afternoon,May,Fri,30.0
